,,,,,,,,Unnamed: 0,date,review,rating,isEdited,title,userName
4136,2018-02-22 00:01:05,늘 다운 받아서 카카오톡으로 복사 하기 누르면 테마 창에 추가가 되서 쓸 수 있었는데 아무리 해도 어떤 방법을 써도 안되네요 도대체 어떻게 해야하는건가요 ㅠㅠㅠ 업데이트 된 후의 문제 인가요 왜 이러죠 설정들어가도 모르겠는데,5.0,False,테마 적용이 왜 안되죠,굳이예요 굳,,,,,,,,
4137,2018-02-08 13:09:44,인터넷에 돌아다니는 카카오톡 테마를 다운받아도 카카오톡 테마목록에 공식테마를 제외하고는 뜨질 않습니다. safari를 사용하여 ktheme형식파일을 다운받아도 뜨질않아요.. 분명히 카카오톡을 한시간전에 삭제하기전에는 다운받아서 잘쓰고있었는데 알림이 버벅거리는 것 같아서 카카오톡을 삭제했다가 다시 깔았더니 똑같은 테마를 safari에서 받아도 테마 목록에 안뜹니다. 오류인것같은데 해결 부탁드립니다.,5.0,False,아이폰x 카카오톡 테마 오류,시작이안돼요,,,,,,,,
4138,2023-09-15 10:18:52,"아니 카톡은 그냥 메신저로 하고 싶어요.
펑 뭔가요. 넘 복잡하고 조잡해요 화면이!!!!!",1.0,False,펑 하고 싶네요,soyoonkim,,,,,,,,
4139,2023-07-02 13:40:24,만족이긴한데..프로필에서 투표 스티거가 X표시 버튼이랑 확인버튼이랑 투표스티커의수정버튼이랑 없에는버튼이 겹쳐있어서 투표스티커를 없앨수가 없는데..프로필꾸민거 초기화 할순없을까요..ㅠㅜ메시지랑 기록은 다 남아있고. 프로필 꾸민거만 다 없어지고 아니면 프로필꾸미기에서 쓰레기통버튼을. 투표스티커,,공감스티커까지 없앨수있게 업데이트하면 좋을것같은데..이거빼곤 다 만족해요!!,5,False,만족이긴한데..,프나펌 쟁이,,,,,,
4140,2021-09-25 16:49:14,지금껏 카카오톡 잘 애용해오다가 리뷰 처음 써보는데 프로필 업데이트 좀 어떻게 안될까요,,,,,,,, 인스타 스토리 핑크색 뜨는거 보기 싫어서 일일이 다 눌러보는 스타일인데 안친한 사람들 프사 바꾼거까지 다 보고 싶지도 않고 제 프사 바꾼게 남들한테 뜨는것도 너무 싫네요 카카오톡만의 고유함이 점점 없어지는 기분입니다 저 기능의 필요성을 전혀 못느끼겠어서 없애던가 선택적으로 바꿀 수 있게 해주셨으면 좋겠어요 부탁입니다 ••,3,False,프로필 업데이트,봉봉헬로
4141,2023-06-30 04:00:43,"휴대폰을 잃어버려서 새 폰으로 로그인 하려 하는데
비전과 아이디도 다 확인하고 입력했는데도 계소 로딩만 하고 로그인은 결국 안되더라구요 3주 째에요…. 상담문의 하려니까 카카오톡으로 해야하더라구요 상담원 연결도 안되고.. 어떻게
해야 하나요",5.0,False,로그인 자체가 안되요,진승빈,,,,,,,,
4142,2023-05-31 09:26:17,"이번 업데이트로 기존 카카오뷰 탭이 오픈 채팅 탭으로 바뀌었습니다.
오픈 채팅 사용하지 않는 사용자들을 위해서 해당 탭을 삭제하거나,, 카카오뷰 탭으로 바꿀 수 있도록 할 수는 없나요? 
오픈 채팅을 쓰지도 않는데,, 가끔 탭에 뜨는 눈살 찌뿌리는 대화까지 보이니까 불편합니다. 
오픈채팅 탭을 안보이게 할 수 있는 설정을 추가해주셨으면 합니다.",5.0,False,오픈채팅 탭 해제 기능 추가 요청,핵좋아!,,,,,,,,
4143,2023-05-24 11:22:37,"저기요 오픈 채팅방 나눠진게 넘 쓰기 불편해여,,,,
그냥 원래 있던 대로 돌려주세요..! ^^",1.0,False,오픈채팅톡방,찡구우,,,,,,,,
4144,2023-05-13 22:21:24,"카톡 등록할때 양력/음력 구분이 가능해서 참 좋았어요~
생일을 알게되면 오래 못본 지인도 아는척 하기 자연스러웠는데 몇명만 표시돼서 일일이 기록해야 하는데 당일 생일자 찾기가 좀더 쉬워졌으면 좋겠습니다~",5.0,False,생일 관리 기능이 있으면 좋겠어요,길동이삼촌,,,,,,,,
4145,2023-03-31 08:53:11,"옆에 파란색 왕관 표시 뜨는 거 너무 불편해요 ㅠ
채팅 내용 캡쳐할 때도 왕관 그대로 나오는 것도 그렇고 여러모로 불편한 게 많아서 그런데 표시 내릴 수 있는 기능 좀 넣어주세요 ㅠㅠㅠ 부탁드려요",5.0,False,오픈채팅 방장 표시 온오프 기능이 필요해요,투피엠이부릅니다우리집으로가자,,,,,,,,
4146,2023-03-09 06:42:27,글을 공유하려고하는데 개인톡은 여러명 채크하고 한번에 공유가 되는데 단체톡방은 한번에 공유가 안돼서 여러번으로 나눠서 공유해야하는 번거로움이 있습니다. ( 저같은경우 대학생활하면서 단위별로 공유해야할 때가 많은데 이때마다 어려움이 많습니다) 개발자를 꿈꾸는 학생으로써 존경하는 개발자님 꼭 공유할때 단체톡방도 여러개 한번에 공유될 수 있게끔 개발해주세요!,5.0,False,단체톡방 공유,눈 오는 1월,,,,,,,,
4147,2023-01-17 04:55:22,대부분 일반화질로 보내지만 경우에 따라서 원본으로 보내기도 하는데 원본은 데이터 소모량이 크죠. 원본으로 보낸 후에 일반화질로 곧바로 설정을 바꿔두지 않으면 이후에도 모르고 계속 원본으로 보내게 됩니다. 사진을 보낼 때 설정한 화질을 이번만 그렇게 할 것인지 계속 그렇게 할 것인지 선택할 수 있다면 좋겠습니다. 물론 기본 설정에서 일반화질이나 원본을 선택할 수 있어야 하고요.,4.0,False,사진,,동영상 전송시 화질 지정하는 기능에 대해,화남1,,,,,,
4148,2022-07-22 23:35:26,저는 카카오톡 없이 못 사는 아이폰 유저입니다 ! 다은 거는 다 만족스럽거등요 근데 디데이 개수를 좀 늘려주시면 안 될까요 .. 애들이랑 디데이 맞추고 제 생일도 하고 싶은데 ㅜ 5개가 최대라고 떠서요 🥺 그 점 부탁 드릴게요,5.0,False,디데이 개수 좀 늘려주세요 !,엄지지❤️❤️❤️,,,,,,,,
4149,2022-06-29 15:56:11,업데이트 후 외부에서 다운받아 사용하는 서체들이 적용은 되는데 나갔다 들어오면 기본폰트로 바뀌어 있는 오류가 있어요..확인 후 해결 부탁드려요!!카톡 예쁘게 사용하려구 폰트 유료구매해서 사용하는데 이렇게 오류가 떠버리면..ㅠㅠ,5.0,False,OS서체 오류,해피연이,,,,,,,,
4150,2022-04-11 03:13:24,"최근 업데이트를 한 이후 폰을 껐다켜보고 알림 설정을 몇 번이나 했는데도 카톡 알림이 안 떠요ㅠ
그리고 업데이트 다른 것보다 이런 버그 수정이랑 개인톡이랑 단톡도 옾챝처럼 구분할 수 있으면 좋겠습니다! 
날씨 점점 더워지는데 더위 조심하세요 :) 항상 감사합니다",4.0,False,잘 쓰고 있지만..,🐶(🐷)❤️🐹(🐰),,,,,,,,
4151,2022-01-27 17:05:04,우리나라 국산 앱이기에 진짜 믿고 쓰고 있는데요,, 오픈채팅으로 인한 임시제한이 걸렸을때에 제한 사유를 구체적으로 고지해주세요. 그래야 인간들도 그거에 맞춰서 바꿔 나갈수 있는거 잖아요. 그거 말고는 진짜 단점이 거의 없습니다:0,4,False,운영정책 위반시 제재에 대한 사유를 명확하게 고지해주세요,불면증신데렐라,,,,,,
4152,2021-12-13 00:20:21,아니 알림 뜨는 거 왜 자꾸 이상하게 업데이트하세요 전전전이 훨씬 나은데 쓸데없는 거만 자꾸 바꾸네;;;,1.0,False,알림,채워니야,,,,,,,,
4153,2021-11-23 10:38:49,오픈채팅 사용 제재 받았을 때 상대방에게 정지 당했다고 뜨게 해주세요. 솔직히 정지 당할 이유도 없었는데 30일이나 정지 당했구요. 정지 당하니까 정지 당했다고 알릴 수도 없어서 오픈채팅으로 대화하는 사람이 걱정도 하고 나갈지도 몰라서 맘 졸여야 합니다.,5.0,False,제발 보고 업데이트 해주세요.,제발 정지 됐다고 문구 뜨게 해주세요,,,,,,,,
4154,2021-11-09 13:52:51,"앱 자체의 알림을 온오프하는 것 외에도 특정 시간동안(ex. 수면시간,, 공부나 업무시간 등)에는 알림을 받거나 받지않게 설정한다면 편리할거같아요.

지금처럼 특정인의 카톡 메세지 알림을 끄는것도 있겠지만,, 그 특정인의 알림을 한시간 뒤부터 받거나 (아이폰의 나중에 확인하기 처럼) 하루 뒤에 자동으로 알림이 켜지는 기능이 있으면 좋을거같아요.",5.0,False,네이버 웍스 처럼 특정 시간대를 설정하여 알림을 설정할 수 있으면 좋을거같아요.,햄찌조아,,,,,,,,
4155,2021-07-26 14:52:12,"카카오톡 다 괜찮은데 결정적으로 부족한게 하나 있습니다
차단,, 숨김 기능은 있는데 아예 영구삭제할수있는 기능은 왜 없는건가요? 

삭제기능 꼭 추가해서 단순히 ‘차단’이 아닌 무조건 ‘삭제’를 만들어서 당사자가 삭제하게되면 상대방한테도 친구 자체가 사라져버릴수 있는 기능 꼭좀 탑재해주세요.

이것때문에 저말고 다른사람들도 엄청 불편해하고요.
차단 해봤자 차단목록 들어가면 보기도 싫고 궁금하지도 않은 상대 프로필사진도 다보이지않습니까?

그리고 내가 차단을 해도 상대한테는 프로필 비표시를 하던 말던 내 프로필이 보일거 아닙니까 그게 무슨 의미가 있죠? 차단당한상대가 당한건지아닌지 여부파악도 가능하던데 ;; 

어려운 기능도 아닌거 같은데 아예 삭제기능이 없어서 차단 목록 들어가면 보이는것도 너무 싫고 불편합니다",3.0,False,개선사항 삭제기능좀 무조건 추가해주세요.,별명여깃다,,,,,,,,
4156,2021-09-03 02:42:22,"그니까,, 다 좋은데 카톡 알림음을 자기가 녹음해서 원하는 음을 다양하게 쓸수있도록 해주면 좋을것 같아요.
세상은 넓고,,  많은 사람들이 있잖아요~
또,, 이모티콘 플러스 무료체험 행사도 자주하면 좋을것 같습니다^^
감사합니다.",5.0,False,다 좋은데,, 카톡 알림음 관련해서 개선하면 좋을듯,사진요정,,,,,,
4157,2021-08-17 07:55:07,"프로필 사진 및 배경 바꿀때마다
상단에 업데이트한 친구에 박제 된다니
진짜 어떤 분이 말씀하신 것 처럼 
원치않는 관종 되는 느낌 되는 것 같아
정말 싫습니다. 
오히려 프로필 사진 안 바꿔야지,, 
사용자제해야지. 라는 마음이 듭니다. 
이 기능은 굳이..ㅠㅠ 제발 없애주세요.",5.0,False,업데이트한 친구 원치않아요,돈두뎃,,,,,,,,
4158,2021-08-13 11:21:28,"프로필 사진업데이트 ㅡㅡ 상단에 표시 삭제 
뷰 삭제 fun이랑 스포츠 돌려주세요",1.0,False,업데이트 이전으로 돌려주세요,다운그레이드 됐네,,,,,,,,
4159,2021-06-19 04:11:34,정말 뭐 말 할 거 없이 다 좋은데 채팅방 어떤 채팅방은 위에 두고 어떤 채팅방은 아래에 둘 수 있게 좀 해 주시면 안 될까요..? 핀 설정한 채팅방은 위쪽에 있지만 계속 톡 보내는데 읽기 싫은 채팅방은 안 보이게 하고 싶단 말이죠... 카카오톡 지금까지 겨우 4년 쓰고 있는데 아무 불만도 없고 다 좋아요!!,5.0,False,채팅방 직접 정렬할 수 있게 해 주세요ㅠㅠ,귀요미귀요미ㅣ뒤요믹귀여미,,,,,,,,
4160,2021-03-15 12:58:26,"아이폰미니12사용중입니다.
3일째 로그인+인증번호 입력 후 흰화면만 뜨고 아예 아무것도 안뜨는 오류가 반복돼고있어요. 73명 대기 기다리면서 고객센터 챗에 문의넣었고 몇시간이나 기다린 답변이 겨우 카톡 최신 버전으로 업데이트하라는겁니까? 제가 작성해서 제출할때 이미 카톡 최신버전깔았다고했는데요. 가장 많이 사용하는 어플인데 며칠째 깔리지도않으니 짜증나네요. 내일도 똑같이 몇십명 대기하면서 문의넣어야한다는 생각하니까 화딱지나고 스트레스받네요. 제대로 좀 해주세요.",2.0,False,이게 뭔지요...,hjh1999,,,,,,,,
4161,2021-06-13 21:24:30,카톡 너무 너무 좋은데 현재 활동중,, 작성하는중,, 그리고 내가 전화번호를 추가하지 않아도 다른 사람이 날 전화번호로 추가하지 않아도 함께 아는 친구로 톡을 걸 수 있는 기능이 추가 되었음 하는 개인적인 의견이 있습니다.ᐟ,5,False,제가 개인적으로 너무 원하는 기능이에요,카톡 조아,,,,
4162,2021-05-19 03:12:03,차단이 아닌 정말 그 사람카톡에 제가 없어지게 만드는 시스템이 있으면 좋겠어요 ㅠ 이렇게 하려면 실제로는 폰번호를 바꾸고 카톡 아이디도 새로 만들어야하는 버거움이 있잖아요 그래서 이거 도입하면 정말 좋을것같아요,5.0,False,다른사람카톡에 제가 안뜨게 하는시스템을 도입해주세용,coenfisjuqs,,,,,,,,
4163,2021-04-17 01:09:32,제가 오픈채팅 정지를 먹고 밑에 앱을 삭제하지 말라는 글을 못보고 모르고 삭제했다 다시 깔았는데 언제쯤 다시 카톡을 할 수 있을까요ㅠ 하필 그 전에 카톡 채널에서 온 정지 며칠인지도 못봐서 너무 불안하네요..참고로 이번이 옾챗 정지 처음입니다....,5.0,False,도와주세요..,제발 저 좀 도와주세요요요요,,,,,,,,
4164,2021-04-16 10:25:46,"아이패드 2개 이용중인데 두기기 번갈아 로그인 대화창백업해서 쓰는게 번거롭고 불편해서 한기기에만 카카오톡을 쓰게 되는게 너무 불편해요~

여러 방법을 통해서 
기기 2개에 한 계정으로 카카오톡 로그인 접속이 가능했으면 좋겠습니다~",5.0,False,아이패드 두기기에 동시 로그인 접속 지원해주세요~,만두 123456959393,,,,,,,,
4165,2021-03-21 12:11:15,"진짜 너무 다 좋은데 불만은 없는데 단톡방에 강퇴시키기 이런거 많들어 주시면 안될까요?
제친구가 자기가 귀엽다고 하는데 그거 듣기 너무 싫꺼든요..그 친구 진짜 빠가진 망둥어같이 생겼는데 자기가 귀엽데요..그래서 강퇴를 시키고 싶은데 강퇴기능이 없잖아요?저 지금 진짜 고통받고 있어요..제발..만들어주세요 제가 지금 이거 3번째 쓰는거 같은데 제발 만들어주세요",5.0,False,요구사항,어느 학생,,,,,,,,
4166,2021-02-06 17:39:21,인스타처럼 카톡도 ID변경가능하면좋겠습니다,4.0,False,카톡 ID 변경..,02cwj,,,,,,,,
4167,2021-02-09 08:08:46,제발제발제발 글꼴 좀 만들어주세요 아니 이모티콘처럼 살 수라도 있게 해주거나 너무너무 질려요 안예뻐,1.0,False,글꼴좀제발요,ㅜㅜ!ㅜㅜㅜㅜㅜㅜㅜ제발,,,,,,,,
4168,2021-02-06 23:02:58,"아이폰 사용자로써 전년도 폰트 업데이트가 자주되어 매우 만족 하였습니다 ! 올해는 아직 소식이 없어 손꼽아 기다리고 있어요ㅠㅠ..개인적으로 각지고 작은 폰트를 선호하는데 깔끔한 폰트 업데이트 많이많이 부탁드립니다^_^감사합니다 ~아 그리고 폰트크기
더 작게 기능도 추가해주심 감사합니당ㅋㅋ",5.0,False,폰트만 손꼽아 기다립니다!,ㅓㄴ무부,,,,,,,,
4169,2020-11-24 15:49:46,현재 아이폰6 사용 중이에요. 기능이 다양해지면서 페이,, 뱅크 다 사용하고 있어요. 각 기능마다 어플도 따로 있는데,, 카톡 안에서 다 해결하려고 하니 카톡이 점점 무거워져요. 특히 업뎃하는 시간도 길어지고,, 복잡해지는 게 흠이라면 흠이에요. 제가 사용하지 않는 기능이 너무 많아요. 카카오톡은 메신저의 기능만 최대로 활용 할 수 있었으면 좋겠어요. 항상 좋은 업뎃 해주셔서 감사해요. 카카오 짱짱!,4,False,어플 자체가 너무 무거워지는 거 같아요,몽글고래,,
4170,2021-01-20 10:11:44,"광고는 뭐 말할것도 없고 뭔ㄴ의 업뎃을 허구언날하는데
버그가 고쳐지지가 않아요 ㅋ.ㅋ
알림이 안오거나 123 이렇게 와야되는데 312 이렇게오고 뒤죽박죽이에요
카톡 제발 일 좀 하세요ㅠ 돈 충분히 벌고있으면서 광고까지 휴,,,,,,",1.0,False,그지같은 카톡,병아리뺚뺚,,,,,,,,
4171,2020-08-16 01:28:59,친구들이 기숙학원에 들어갔는데 1주만 좀 넘게 안들어가도 카톡 대화가 다 날라가있어요ㅠㅠ 자기가 보낸 답장이 마지막이라고 삐지는데 억울한 상황에서 벗어나고싶습니다ㅜㅜ 매일 쓸때는 몰랐는데 1주만 안써도 대화가 다 날라가더라고요. Pc 버전도 잘 날라가던데 개선 부탁드립니다ㅠ 원래 카톡 잘쓰고 있었는데 요즘 이런 불편함이 생겨 해결해주시면 감사하겠습니다!,4.0,False,카톡 대화 날라가는거 개선 부탁드립니다ㅠㅠ,뷁둜쉟뤫,,,,,,,,
4172,2020-11-24 11:48:28,"먹통되는게 나만 이러는게 아니엿넹..
내 폰이 문제인줄 알앗네요 
고쳐줘요 언능 ㅠㅠㅠ승질나죽겟네ㅠ",1.0,False,먹통,잼써쟘써,,,,,,,,
4173,2020-11-22 10:43:02,저는 업데이트 예정인 멀티 프로필 너무 원합니다. 업무적으로 카톡을 당연하게 쓰는데 (번호 저장하면 자동으로 뜨니까,,,, 제 의지와는 상관없이 너무 당연하게 업무적으로 많이 사용됩니다.) 분리하고 싶은 마음이 굴뚝같아요. 필요없으신 분들은 그냥 하나로만 쓰시면 되고,, 필요하신 분들은 멀티로 나눠서 쓰면 너무 좋을 것 같은데요?,5,False,업데이트,ㅍㄷ,,
4174,2020-11-19 12:24:03,제가 프로필뮤직을 바꾸려고 프로필뮤직 수정하는 연필모양을 눌렀더니 갑자기 렉이 걸리면서 폰이 아예 먹통인데요 이럴 때 어떻게 해야하나요? 제가 혹시나 해서 전원을 껐다 켜도 계속 그래요 누가 좀 도와주세요.. 제발요..,5.0,False,이럴 때 어떻게 해야하죠?,예똑귀,,,,,,,,
4175,2020-09-23 11:43:15,카톡에  버젼이 안맞는지 채팅창이 바로나타나지 않고 사라져있다가 화면을 한번에서 드번 터치해야 글을 적을수있읍니다 개선할수없나요 라인은 그대로 실행되는데 확인해서 검토 바랍니다,5.0,False,아이폰 14버젼 업데이트이후,보내흐웅,,,,,,,,
4176,2020-07-31 05:31:42,최근 업데이트 이후로 카톡에 들어가는 로딩시간이 길어지고 메시지를 읽은 상대방 수만큼 숫자가 줄어야 하는데 렉이 걸려 카톡에서 나갔다 들어와야지 숫자가 줄고 카톡 사용중에 자꾸 튕기네요;;; 빨리 개선해주세요 요즘 온라인 수업으로 카톡 사용 빈도가 높아졌는데 이러니 정말 불편해요 그거 외엔 다 괜찮아요,4.0,False,개선 부탁드려요,개선해줘요오,,,,,,,,
4177,2020-06-01 11:01:49,아이폰 사용자입니다. 아이폰 왼쪽 상단에 있는 음소거/진동모드 버튼을 내려놓으면 카카오톡으로 받은 동영상이나 소리가 있는 이모티콘의 소리가 들리지 않습니다. 이전에는 그러지 않았는데 요새 갑자기 이러네요...원래 그 버튼 내려놓아도 음량 켜놓으면 유튜브 동영상도 봐지고 예전에는 카톡 동영상도 봐졌는데 갑자기 왜 그러는지...하루 빨리 고쳐주시면 감사하겠습니다!,4.0,False,아이폰 음소거/진동모드 시 문제점 고쳐주세요,본인인증 좀 해주셍ㅅ,,,,,,,,
4178,2020-07-28 09:04:20,안녕하세요? 카카오톡 정말 유용하게 잘 쓰고 있는 사람입니다. 지금까지 이런 어플이 있어 제가 지인들과 잘 연락할 수 있었다고 생각합니다. 그런데 라이브톡이 없어졌어요!!! 제가 라이브톡을 오늘 하려고 봤더니 없어져있네요ㅠㅠㅠ 라이브톡 좀 다시 생기게 해주세여ㅠㅠㅠ 부탁드립니다ㅜ,5.0,False,정말 잘 쓰고 있어요! 그런데...,내안에너있다,,,,,,,,
4179,2020-07-13 12:21:46,다른 앱에서 공유할때 뜨는창에 카톡친구 바로가기가 있으면 너무 편할거같아요ㅠㅜ 이번에 페이스북메신저에 이기능이 추가된거같아 문의드립니다! 자주 연락하는 친구만 추천으로 공유창 바로가기에 뜨게 해주시면 감사하겠습니다!!,5.0,False,공유창에 카톡친구 뜨게 해주세요,JTS0108,,,,,,,,
4180,2019-02-22 03:18:01,다좋은데 삼중톤 왜 없어진거죠ㅠㅠ,3.0,False,아이폰 카톡 알림소리,니르비,,,,,,,,
4181,2020-05-02 05:12:09,아이패드에서 사용하고 있는 유저입니다. 그런데 갑자기 인원수가 많은 톡방에 들어가려고하면 튕겨서 앱이 잠깐 멈췄다가 종료됩니다.그냥 꺼집니다. 처음에는 아예들어가지지가 않아서 앱을 지웠다가 재설치후 다시 켰는데 이후 들어가지간  하나 몇십명이상 있는 카톡방에 들어가려고하면 계속 종료됩니다.. 몇일 전까지만해도 잘됐는데 개선부탁드립니다,4.0,False,갑자기 이상해요,어떤리뷰어,,,,,,,,
4182,2020-04-21 10:04:15,"이윤을 얻는 회사라 이것저것 추가하는건
이해하겠는데요 점점 무거워 지네요? 그리고 알림 안오는건 덤인가요?
점점 이상해지네요;;",1.0,False,앱이 점점 더 무거워 지네요?,Kitteneye,,,,,,,,
4183,2020-04-19 05:18:38,"알림이 안 떠요
카톡 들어와야 그제야 뜨고,,
안 뜨다가 갑자기 한 번에 다다다다 뜨고,,
알고보면 한참 전에 온 거고...",2.0,False,알림이 안 떠요,알ㄹㄹ림,,,,,,,,
4184,2020-03-20 03:20:28,검색은 모바일 웹을 사용하지만 주로 #탭에서 제공하는 읽을거리 볼거리 등으로 킬링타임 혹은 관심사를 보는데 카카오톡이라는 앱을 열어서 샵을 클릭하는 UI가 불편하다고 생각이 듭니다 가능하다면 따로 떼어서 위젯이나 바로가기 기능 되게 해주세요🙏,5.0,False,# 탭사용에 대해서,keulroy,,,,,,,,
4185,2019-12-20 12:25:57,요즘도 정말 잘 쓰고 있어요. 건의사항이 하나 있어 리뷰를 쓰고자 합니다. 프로필 뮤직을 변경할 때 프로필 히스토리에 뜨는 기능이 다시 생겼으면 합니다. 지금은 프로필 뮤직을 누르면 본인이 설정한 플레이 리스트가 뜨지만,, 사람들은 오히려 프로필 히스토리를 보고 호기심에 노래를 들어보는 경우가 더 많더라고요. 이 점 꼭 되돌려 주셨으면 합니다. 감사해요,4,False,오래된 카카오톡 유저입니다.,트위터 처돌이,,,,,,
4186,2019-12-15 15:43:42,아이폰 8 유저입니다 아까 전에 자동 업데이트 되고 나서부터 튕기고 한번도 안들어가 지네요 ㅠㅠ 중요하게 확인해야할 게 있는데 몇시간째 못하고 있습니다 ㅠㅠ 고쳐주세요 😢🙏,5.0,False,튕겨요 ㅠㅠ,ESGNWC,,,,,,,,
4187,2019-12-05 15:08:51,카카오톡 다크모드로 했을때 업데이트하기전처럼 공지사항 색깔 흰색으로 할수있게해주세요 텍스트도 검정색말고 흰색으로 할수있게해주세요 그리고 이모티콘보낼때 배경이 어두워서 글씨가 잘 안보여요ㅠㅠ흰색으로 할수있게 해주셨으면 좋겠어용😭,5.0,False,부탁드려요!!,ah109614,,,,,,,,
4188,2019-12-04 08:11:28,"안녕하세요! 항상 수고가 많으십니당!
저는 카카오톡 어플 실행 중 카톡이 오면 알람이 오지 않는 기능을 쓰고 있는데요(소리 배너푸시 둘 다)
이번 카톡 업데이트 후 그 기능이 먹지 않아요 ㅠㅠ
카톡중에 카톡이 오면 푸시가 계속 오는 게 신경쓰이고 싫어서 그 기능을 쓰고 있었는데 갑자기 안 되니까 너무 불편해요 ㅠㅠ
오류수정이 안된것인지 꼭 좀 확인해주세요!
감사합니당!",5.0,False,카톡 업데이트 후 앱 실행 중 알람 끄기 기능이 안돼요 ㅠㅠ,꺼북2,,,,,,,,
4189,2019-11-20 08:30:12,아니ㅠ 업뎃하고 아서 왜 키워드 알림이 사라졌는데요 ㅠㅠ 유용하게 잘사용 하고 있었는데 ... 진짜 왜그러는거죠 카카오톡 채팅방을 사용할따 마다 키워드 알림이 없어서 불편해요 ,,,,💔 제발 다시 생기게 해주세요 제발🙏,5,False,아이폰에 업뎃 한거 키워드 알림좀 다시 생기게 해주세요 !!,개좋암,,,,
4190,2019-11-16 02:49:17,"아니 광고베너 올라오는거까진 이해하는데
24시간동안 안보인다고 하는데
다른걸로 바꿔서 계속올라오면 도대체 언제까지
누르고 없애고 해야하나요
불편하고 거슬림이 이로 말할수가 없네요
좀 누르면24시간 아니면12시간이라도 뒤에 뜨게 해주시면 안되나요
진짜 짜증나서 미쳐버리겠네요",5.0,False,제발여ㅠ,묘연양,,,,,,,,
4191,2019-11-08 06:59:26,수익모델 개쳐많으면서도 광고로 도배를 하는 구역질나는 찌질이들이 만드는 앱 ㅡㅡ,1.0,False,어쩔 수 없이 쓰긴 하지만,리뷰하는약초,,,,,,,,
4192,2019-11-03 09:47:00,OS정책인가?그게 대체 뭔데 그거 때문에 키알 설정을 못 하는 건지 너무 궁금하네요 지금껏 잘 사용했는데 갑나기 업데이트 했더니 사라지는짘ㅎㅋㅎㅋㅎㅋㅎ그리거 카톡이 오면 스와이프해서 카톡 보내는데 꼭 계속 안 보내지고 나중에 카톡에 들어 갔을 때 보내져서 애들이 이상한 말을 한다고 할 정도에요 그리고 카톡을 스와이프해서 보내 진다 하더라도 제대로 보내지지 않더라고요,5.0,False,키알설정 카톡 보내기,밀에에에에,,,,,,,,
4193,2019-10-05 06:49:52,카톡 알람이 자꾸 안 떠요 . 저만 그런것도 아니고 제 주변사람들도 얼른 해결해주세요,1.0,False,저기요 장난해요 ?,환불 해달라고,,,,,,,,
4194,2019-07-10 17:56:06,밑에 리뷰에서 개선 및 불편 사항 충분하다고 생각합니다. 제발 광고 좀 리스트에서 없애주세요. 짜증나요. 현재 카카오톡에는 너무 불필요한 것들이 많은 것 같아요. 무거워진 느낌.. 라이트 버전 출시 생각이 없으시다면 현재 카카오톡 기능 내에서 불필요한 것들 싹 다 전체적으로 정리해주세요.,5.0,False,카카오톡 라이트 버전 제발요.,메신저앱인가 잡탕인가,,,,,,,,
4195,2019-07-03 08:26:55,아니 제가 카톡에 들어갔는데..60일 정지라고 하더군요..제가 뭘 잘못 했는진 모르지만 갑자기 정지더라구요..그래서 8월 27일까지 정지입니다...문의도 안되고요...이런것좀 안해줬으면 좋겠어요,5.0,False,60일 정지..!!!,김말에,,,,,,,,
4196,2019-05-21 00:23:29,아이폰 8과 max 두 개를 사용하는 유저입니다. 카톡으로 동영상을 전송하면 1분이 지난 시점부터 멈추는 현상이 두 폰 모두에서 벌어집니다. 다운받아서 봐도 그래요. 뭐가 잘못된 것일까요.,5.0,False,동영상이 자꾸 멈춰요,GDsoul,,,,,,,,
4197,2019-05-13 21:37:10,장난하는것도아니고.. 개인 메신저에 광고라뇨;; 다른앱으로갈아타고싶네요,1.0,False,채팅목록에광고,챠챳,,,,,,,,
4198,2019-05-01 11:27:48,제가 친구랑 싸웠는데 갑자기 저에게 행운의편지 같은걸 보냈습니다. 근데 내용을 읽어보니 안보내면 제가 죽고 가족이 위험해 진다는 내용이 있었습니다. 그걸로 신고를 해도 돼나요? 아니면은 신고를 할때 무슨 이유로 신고를 하는지 그 기능을 만들었으면 좋겠습니다. 꼭 답변해주시기 바랍니다.,5.0,False,이걸로 신고해도 돼나요?,아이폰이 짱이야,,,,,,,,
4199,2019-04-24 15:51:54,카톡말고는 메세지 주고 받는걸 하지 않을 정도로 카톡이 편하고 좋아요 그 중 메세지 삭제할 수 있던거에 덕을 많이 봤던 것 같아요 하지만 모든 대화방에서 삭제를 일정량으로 넘기도록 하면 그 뒤로는 계속 나에게서만 삭제가 되는 것 같더라고요ㅜㅜ 어떻게 하면 다시 모든 대화방에서 삭제할 수 있는지 모르겠어요ㅜㅜ 알려주셨음 해요,5.0,False,카톡 잘 쓰고 있어요,모든 대화방에서 삭제,,,,,,,,
4200,2019-01-03 19:33:08,원래대로 바꿔주세요 너무 불편해요,3.0,False,사진보는 방식,zcbmxcbi9836,,,,,,,,
